name,url,address,airport,distance,unit,rating,restname,mon,tue,wed,thur,fri,sat,sun
Hotel Bachaumont,https://www.tripadvisor.com/Hotel_Review-g187147-d7776432-Reviews-Hotel_Bachaumont-Paris_Ile_de_France.html,"18 rue Bachaumont, 75002 Paris France",Paris - Orly Airport,10.0,mi,4.0,Restaurant Bachaumont,Monday 7:30AM-2AM,Tuesday 7:30AM-2AM,Wednesday 7:30AM-2AM,Thursday 7:30AM-2AM,Friday 7:30AM-2AM,Saturday 7:30AM-2AM,Sunday 7:30AM-2AM
ZE Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d222916-Reviews-ZE_Hotel-Paris_Ile_de_France.html,"10, Rue de la Tour d’Auvergne, 75009 Paris France",Paris - Orly Airport,10.0,mi,3.5,Restaurant,"Monday 07:00 - 11:00, 12:00 - 15:00, 19:00 - 00:00","Tuesday 07:00 - 11:00, 12:00 - 15:00, 19:00 - 00:00","Wednesday 07:00 - 11:00, 12:00 - 15:00, 19:00 - 00:00","Thursday 07:00 - 11:00, 12:00 - 15:00","Friday 07:00 - 11:00, 12:00 - 15:00","Saturday 07:00 - 11:00, 12:00 - 15:00","Sunday 07:00 - 11:00, 12:00 - 16:00, 19:00 - 00:00"
Renaissance Paris Nobel Tour Eiffel Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d207743-Reviews-Renaissance_Paris_Nobel_Tour_Eiffel_Hotel-Paris_Ile_de_France.html,"55-57 Avenue Raymond Poincare, 75116 Paris France",Paris - Orly Airport,10.0,mi,4.0,Le relais du Parc,Monday 12PM-2:30PM7PM-10:30PM,Tuesday 12PM-2:30PM7PM-10:30PM,Wednesday 12PM-2:30PM7PM-10:30PM,Thursday 12PM-2:30PM7PM-10:30PM,Friday 12PM-2:30PM7PM-10:30PM,Saturday 7PM-10:30PM,Sunday 12:30PM-3PM
The ReMIX Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d229569-Reviews-The_ReMIX_Hotel-Paris_Ile_de_France.html,"28 T avenue Corentin Cariou, 75019 Paris France",Charles De Gaulle Airport,11.0,mi,3.0,Hippopotamus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Novotel Paris Vaugirard Montparnasse,https://www.tripadvisor.com/Hotel_Review-g187147-d197658-Reviews-Novotel_Paris_Vaugirard_Montparnasse-Paris_Ile_de_France.html,"257 rue de Vaugirard, 75015 Paris France",Paris - Orly Airport,8.0,mi,4.0,Quindici Trattoria,"Monday 12:00 - 14:30, 19:00 - 23:00","Tuesday 12:00 - 14:30, 19:00 - 23:00","Wednesday 12:00 - 14:30, 19:00 - 23:00","Thursday 12:00 - 14:30, 19:00 - 23:00","Friday 12:00 - 14:30, 19:00 - 23:00",Saturday 19:00 - 23:00,Sunday 19:00 - 23:00
Sinner Paris,https://www.tripadvisor.com/Hotel_Review-g187147-d17726971-Reviews-Sinner_Paris-Paris_Ile_de_France.html,"116 rue du Temple, 75003 Paris France",Paris - Orly Airport,9.0,mi,5.0,Sinner Paris,Monday 7AM-12AM,Tuesday 7AM-12AM,Wednesday 7AM-12AM,Thursday 7AM-12AM,Friday 7AM-12AM,Saturday 7AM-12AM,Sunday 7AM-12AM
citizenM Paris Opera,https://www.tripadvisor.com/Hotel_Review-g187147-d25311003-Reviews-CitizenM_Paris_Opera-Paris_Ile_de_France.html,"18 rue du Croissant, 75002 Paris France",Paris - Orly Airport,10.0,mi,4.5,canteenM,Monday 6AM-11AM12PM-11PM,Tuesday 6AM-11AM12PM-11PM,Wednesday 6AM-11AM12PM-11PM,Thursday 6AM-11AM12PM-11PM,Friday 6AM-11AM12PM-11PM,Saturday 6AM-11AM12PM-11PM,Sunday 6AM-11AM12PM-11PM
Hotel Panache,https://www.tripadvisor.com/Hotel_Review-g187147-d285254-Reviews-Hotel_Panache-Paris_Ile_de_France.html,"1 rue Geoffroy Marie, 75009 Paris France",Paris - Orly Airport,10.0,mi,3.0,Hôtel Panache Paris,Monday 12PM-3PM7:30PM-10:30PM,Tuesday 12PM-3PM7:30PM-10:30PM,Wednesday 12PM-3PM7:30PM-10:30PM,Thursday 12PM-3PM7:30PM-10:30PM,Friday 12PM-3PM7:30PM-10:30PM,Saturday 12PM-3PM7:30PM-10:30PM,Sunday Closed
Paris Marriott Opera Ambassador Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d197578-Reviews-Paris_Marriott_Opera_Ambassador_Hotel-Paris_Ile_de_France.html,"16 Boulevard Haussmann, 75009 Paris France",Paris - Orly Airport,10.0,mi,4.0,Sixtine,"Monday 12:30 - 14:00, 18:30 - 22:00","Tuesday 12:30 - 14:00, 18:30 - 22:00","Wednesday 12:30 - 14:00, 18:30 - 22:00","Thursday 12:30 - 14:00, 18:30 - 22:00","Friday 12:30 - 14:00, 18:30 - 22:00",Saturday 18:30 - 22:00,Sunday - Closed
Novotel Paris 20 Belleville,https://www.tripadvisor.com/Hotel_Review-g187147-d19888020-Reviews-Novotel_Paris_20_Belleville-Paris_Ile_de_France.html,"64 74 Boulevard De Belleville, 75019 Paris France",Paris - Orly Airport,10.0,mi,4.0,Mozami Belleville,"Monday 12:00 - 14:30, 19:00 - 22:30","Tuesday 12:00 - 14:30, 19:00 - 22:30","Wednesday 12:00 - 14:30, 19:00 - 22:30","Thursday 12:00 - 14:30, 19:00 - 22:30","Friday 12:00 - 14:30, 19:00 - 22:30",Saturday 19:00 - 22:30,"Sunday 11:00 - 14:30, 19:00 - 22:30"
Hotel Pulitzer Paris,https://www.tripadvisor.com/Hotel_Review-g187147-d197475-Reviews-Hotel_Pulitzer_Paris-Paris_Ile_de_France.html,"23 rue du Faubourg Montmartre, 75009 Paris France",Paris - Orly Airport,10.0,mi,3.5,Restaurante #1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Hotel Trema,https://www.tripadvisor.com/Hotel_Review-g187147-d8552241-Reviews-Hotel_Trema-Paris_Ile_de_France.html,"189 rue de Crimee, 75019 Paris France",Paris - Orly Airport,11.0,mi,3.0,Restaurant Trema,Monday 12:00 - 14:30,Tuesday 12:00 - 14:30,Wednesday 12:00 - 14:30,Thursday 12:00 - 14:30,Friday 12:00 - 14:30,Saturday - Closed,Sunday - Closed
Hotel Eldorado,https://www.tripadvisor.com/Hotel_Review-g187147-d236438-Reviews-Hotel_Eldorado-Paris_Ile_de_France.html,"18 rue des Dames, 75017 Paris France",Paris - Orly Airport,11.0,mi,5.0,Restaurant,"Monday 07:00 - 11:00, 12:00 - 15:00, 19:00 - 00:00","Tuesday 07:00 - 11:00, 12:00 - 15:00, 19:00 - 00:00","Wednesday 07:00 - 11:00, 12:00 - 15:00, 19:00 - 00:00","Thursday 07:00 - 11:00, 12:00 - 15:00","Friday 07:00 - 11:00, 12:00 - 15:00","Saturday 07:00 - 11:00, 12:00 - 15:00","Sunday 07:00 - 11:00, 12:00 - 16:00, 19:00 - 00:00"
Novotel Paris Centre Tour Eiffel,https://www.tripadvisor.com/Hotel_Review-g187147-d233528-Reviews-Novotel_Paris_Centre_Tour_Eiffel-Paris_Ile_de_France.html,"61 Quai de Grenelle, 75015 Paris France",Paris - Orly Airport,9.0,mi,4.0,GREEM,Closed,Closed,Closed,Closed,Closed,Closed,Closed
La Fantaisie,https://www.tripadvisor.com/Hotel_Review-g187147-d25456624-Reviews-La_Fantaisie-Paris_Ile_de_France.html,"24 rue Cadet, 75009 Paris France",Paris - Orly Airport,10.0,mi,5.0,Golden Poppy,Monday 12PM-2PM7PM-10:30PM,Tuesday 12PM-2PM7PM-10:30PM,Wednesday 12PM-2PM7PM-10:30PM,Thursday 12PM-2PM7PM-10:30PM,Friday 12PM-2PM7PM-10:30PM,Saturday 12PM-2PM7PM-10:30PM,Sunday 12PM-2PM7PM-10:30PM
Mercure Paris Gare Montparnasse TGV,https://www.tripadvisor.com/Hotel_Review-g187147-d483116-Reviews-Mercure_Paris_Gare_Montparnasse_TGV-Paris_Ile_de_France.html,"40 rue du Commandant Rene Mouchotte Place de Catalogne, 75014 Paris France",Paris - Orly Airport,8.0,mi,4.0,Restaurant Le ô'40,Monday 12PM-10:30PM,Tuesday 12PM-10:30PM,Wednesday 12PM-10:30PM,Thursday 12PM-10:30PM,Friday 12PM-10:30PM,Saturday Closed,Sunday Closed
Hilton Garden Inn Paris La Villette,https://www.tripadvisor.com/Hotel_Review-g187147-d25182754-Reviews-Hilton_Garden_Inn_Paris_La_Villette-Paris_Ile_de_France.html,"27 quai de la Gironde, 75019 Paris France",Charles De Gaulle Airport,11.0,mi,3.0,Babette,Monday 12:00 - 14:00,Tuesday 12:00 - 14:00,Wednesday 12:00 - 14:00,Thursday 12:00 - 14:00,Friday 12:00 - 14:00,Saturday - Closed,Sunday - Closed
Maison Villeroy,https://www.tripadvisor.com/Hotel_Review-g187147-d17854077-Reviews-Maison_Villeroy-Paris_Ile_de_France.html,"33 rue Jean Goujon, 75008 Paris France",Paris - Orly Airport,10.0,mi,5.0,Trente-trois,Monday Closed,Tuesday 12PM-3PM7:30PM-10PM,Wednesday 12PM-3PM7:30PM-10PM,Thursday 12PM-3PM7:30PM-10PM,Friday 12PM-3PM7:30PM-10PM,Saturday 9AM-10PM,Sunday Closed
Hotel Esperance,https://www.tripadvisor.com/Hotel_Review-g187147-d650064-Reviews-Hotel_Esperance-Paris_Ile_de_France.html,"45 rue de la Gaite, 75014 Paris France",Paris - Orly Airport,8.0,mi,2.0,Taverne Espérance,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Dandy Hotel & Kitchen,https://www.tripadvisor.com/Hotel_Review-g187147-d23765200-Reviews-Dandy_Hotel_Kitchen-Paris_Ile_de_France.html,"86 rue Saint Denis, 75001 Paris France",Paris - Orly Airport,9.0,mi,4.0,Dandy Hôtel & Kitchen,Monday 07:00 - 24:00,Tuesday 07:00 - 24:00,Wednesday 07:00 - 24:00,Thursday 12:00 - 22:00,Friday 12:00 - 22:00,Saturday 12:00 - 22:00,Sunday 12:00 - 22:00
Zoku Paris,https://www.tripadvisor.com/Hotel_Review-g187147-d25425566-Reviews-Zoku_Paris-Paris_Ile_de_France.html,"48 Avenue De La Porte De Clichy, 75017 Paris France",Paris - Orly Airport,12.0,mi,4.0,Living Kitchen,Monday 7AM-10PM,Tuesday 7AM-10PM,Wednesday 7AM-10PM,Thursday 7AM-10PM,Friday 7AM-10PM,Saturday 8AM-10PM,Sunday 8AM-10PM
YOOMA Urban Lodge,https://www.booking.com/hotel/fr/yooma-urban-lodge.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCGHNlYXJjaF95b29tYSB1cmJhbiBsb2RnZUgJWARo-wGIAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AszH56kGwAIB0gIkOGI4YzIzMmMtZTBhNy00ZGVhLTkwNjQtNDA2Y2IyM2M5YzRh2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=7c9f1be622d00037&srepoch=1698292685&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"51 Quai de Grenelle, 15th arr., 75015 Paris, France",Paris - Orly Airport,13.0,km,3.0,POLICHINELLE,Monday 12PM-2:30PM7:30PM-10:30PM,Tuesday 12PM-2:30PM7:30PM-10:30PM,Wednesday 12PM-2:30PM7:30PM-10:30PM,Thursday 12PM-2:30PM7:30PM-10:30PM,Friday 12PM-2:30PM7:30PM-10:30PM,Saturday 11:30AM-3PM7:30PM-10:30PM,Sunday 11:30AM-3PM
Grand Powers Hotel,https://www.booking.com/hotel/fr/grand-powers.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCGXNlYXJjaF9ob3RlbCBncmFuZCBwb3dlcnNICVgEaPsBiAEBmAEJuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALZx-epBsACAdICJGM3NTg1NGE3LTU5NjgtNDdmOC05ZDg4LTc2NjNmNDhhMDEyZNgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=f0811becbd010001&srepoch=1698292698&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"52 rue Francois 1er, 8th arr., 75008 Paris, France",Paris - Le Bourget Airport,12.0,km,5.0,Café 52,Monday 07:00 - 21:30,Tuesday 07:00 - 21:30,Wednesday 07:00 - 21:30,Thursday 07:00 - 21:30,Friday 07:00 - 21:30,Saturday 07:00 - 21:30,Sunday 07:00 - 21:30
Four Seasons Hotel George V Paris,https://www.booking.com/hotel/fr/four-seasons-george-v-paris.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCInNlYXJjaF9mb3VyIHNlYXNvbnMgaG90ZWwgZ2VvcmdlIHZICVgEaPsBiAEBmAEJuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALzx-epBsACAdICJGJmZDkyMGZiLWE0MjItNDg1Zi05ZjAwLWE5YTY2ZDVmNGEyZtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=9c5c1bf9804b013e&srepoch=1698292724&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"31, Avenue George V, 8th arr., 75008 Paris, France",Paris - Le Bourget Airport,12.0,km,5.0,Le Cinq ,Monday - Closed,Tuesday 19:00 - 22:00,Wednesday 19:00 - 22:00,Thursday 19:00 - 22:00,Friday 19:00 - 22:00,Saturday 19:00 - 22:00,Sunday - Closed
Hôtel Monsieur Aristide,https://www.booking.com/hotel/fr/monsieur-aristide-paris1.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCHnNlYXJjaF9ob3RlbCBtb25zaWV1ciBhcmlzdGlkZUgJWARo-wGIAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AoHI56kGwAIB0gIkNzdkNjc4YTktZmRmYi00ZjgzLWIwNmYtNmNjNDFkZjk0MDRm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=7b541c0002610061&srepoch=1698292738&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"3 Rue Aristide Bruant, 18th arr., 75018 Paris, France",Paris - Le Bourget Airport,9.0,km,4.0,Le Café Aristide,Monday Closed,Tuesday 5PM-10:30PM,Wednesday 5PM-10:30PM,Thursday 5PM-10:30PM,Friday 5PM-10:30PM,Saturday 12PM-3PM5PM-10:30PM,Sunday 12PM-3PM
Novotel Paris Gare De Lyon,https://www.booking.com/hotel/fr/novotel-gare-de-lyon.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCIXNlYXJjaF9ub3ZvdGVsIHBhcmlzIGdhcmUgZGUgbHlvbkgJWARo-wGIAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4Ao7I56kGwAIB0gIkNTQ4N2JiOWUtZWJmMi00NDVkLWFkNDMtNTY0NmNmMmQ4MWVl2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=94301c077e7b00a7&srepoch=1698292751&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"2 Rue Hector Malot, 12th arr., 75012 Paris, France",Paris - Orly Airport,11.0,km,4.0,Olicéa,"Monday 12:00 - 14:30, 19:00 - 22:30","Tuesday 12:00 - 14:30, 19:00 - 22:30","Wednesday 12:00 - 14:30, 19:00 - 22:30","Thursday 12:00 - 14:30, 19:00 - 22:30","Friday 12:00 - 14:30, 19:00 - 22:30",Saturday 19:00 - 22:30,Sunday 19:00 - 22:30
Novotel Paris 14 Porte d'Orléans,https://www.booking.com/hotel/fr/paris-porte-d-orleans.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCJ3NlYXJjaF9ub3ZvdGVsIHBhcmlzIDE0IHBvcnRlIGQnb3JsZWFuc0gJWARo-wGIAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4ApPI56kGwAIB0gIkMTdkNDY4ZTktYmY0MS00YjMxLWIyOWYtOWJjMzg2YzExN2Fk2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=d7281c0910a5001c&srepoch=1698292757&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"15, Boulevard Romain Rolland, 14th arr., 75014 Paris, France",Paris - Orly Airport,9.0,km,4.0,DODA,Monday 12PM-2:30PM7PM-10:30PM,Tuesday 12PM-2:30PM7PM-10:30PM,Wednesday 12PM-2:30PM7PM-10:30PM,Thursday 12PM-2:30PM7PM-10:30PM,Friday 12PM-2:30PM7PM-10:30PM,Saturday 7PM-10:30PM,Sunday 7PM-10:30PM
Hôtel Alfred Sommier,https://www.booking.com/hotel/fr/alfred-sommier.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCG3NlYXJjaF9ob3RlbCBhbGZyZWQgc29tbWllckgJWARo-wGIAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4ApjI56kGwAIB0gIkOGY2NjA4OWUtNjFlMC00Y2Q1LWJjOGUtMzc1NTVhZmMxM2Jj2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=6d4d1c0c8ebe008b&srepoch=1698292761&from=searchresults#hotelTmpl,"20 Rue de l'Arcade, 8th arr., 75008 Paris, France",Paris - Le Bourget Airport,11.0,km,5.0,Les Caryatides,Monday - Closed,"Tuesday 12:00 - 14:30, 19:30 - 21:30","Wednesday 12:00 - 14:30, 19:30 - 21:30","Thursday 12:00 - 14:30, 19:30 - 21:30","Friday 12:00 - 14:30, 19:30 - 21:30","Saturday 12:00 - 14:30, 19:30 - 21:30",Sunday - Closed
Le Narcisse Blanc,https://www.booking.com/hotel/fr/le-narcisse-blanc.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9sZSBuYXJjaXNzZSBibGFuYyBob3RlbCBICVgEaPsBiAEBmAEJuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKtyOepBsACAdICJDFhM2VjYmQyLWRmY2ItNDlkZC05ZGRjLTk1OTY5ZjYwYTk4ZtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=65fb1c16a426022d&srepoch=1698292783&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"19 Boulevard De La Tour Maubourg, 7th arr., 75007 Paris, France",Paris - Le Bourget Airport,12.0,km,5.0,Cléo,"Monday 12:00 - 14:00, 19:00 - 21:30","Tuesday 12:00 - 14:00, 19:00 - 21:30","Wednesday 12:00 - 14:00, 19:00 - 21:30","Thursday 12:00 - 14:00, 19:00 - 21:30","Friday 12:00 - 14:00, 19:00 - 21:30","Saturday 12:00 - 14:00, 19:00 - 21:30","Sunday 12:00 - 14:00, 19:00 - 21:30"
Fauchon l'Hôtel Paris,https://www.booking.com/hotel/fr/fauchon-l-39.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCHHNlYXJjaF9mYXVjaG9uIGwnaG90ZWwgcGFyaXNICVgEaPsBiAEBmAEJuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKyyOepBsACAdICJDg3MGYzZTRiLTMwZTMtNDU4Ni04ODkzLWFlOWFkNThlNWZhN9gCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=b3481c19d7090002&srepoch=1698292787&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"4 Boulevard Malesherbes, 8th arr., 75008 Paris, France",Paris - Le Bourget Airport,11.0,km,5.0,Le Grand Café Fauchon,"Monday 08:00 - 10:00, 12:00 - 21:30","Tuesday 08:00 - 10:00, 12:00 - 21:30","Wednesday 08:00 - 10:00, 12:00 - 21:30","Thursday 08:00 - 10:00, 12:00 - 21:30","Friday 08:00 - 10:00, 12:00 - 21:30","Saturday 08:00 - 10:00, 12:00 - 21:30","Sunday 08:00 - 10:00, 12:00 - 21:30"
Le Pavillon de la Reine & Spa,https://www.booking.com/hotel/fr/le-pavillon-de-la-reine.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCHnNlYXJjaF9sZSBwYXZpbGxvbiBkZSBsYSByZWluZUgJWARo-wGIAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4Ar3I56kGwAIB0gIkMGMwOTk3MDYtM2QxZS00ZWYzLTk1ZjktYzRlYWJkYzE5ZWEw2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=91741c1e20b20330&srepoch=1698292798&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"28 place des Vosges, 3rd arr., 75003 Paris, France",Paris - Le Bourget Airport,10.0,km,5.0,Anne,Monday - Closed,Tuesday - Closed,"Wednesday 12:30 - 14:15, 19:00 - 21:45","Thursday 12:30 - 14:15, 19:00 - 21:45","Friday 12:30 - 14:15, 19:00 - 21:45","Saturday 12:30 - 14:15, 19:00 - 21:45",Sunday 12:30 - 14:15
